"x","y"
-106.75,31.25
-106.25,31.25
-105.75,31.25
-105.25,31.25
-104.75,31.25
-104.25,31.25
-103.75,31.25
-103.25,31.25
-102.75,31.25
-102.25,31.25
-101.75,31.25
-101.25,31.25
-100.75,31.25
-100.25,31.25
-99.75,31.25
-99.25,31.25
-98.75,31.25
-98.25,31.25
-97.75,31.25
-97.25,31.25
-96.75,31.25
-96.25,31.25
-95.75,31.25
-95.25,31.25
-94.75,31.25
-94.25,31.25
-93.75,31.25
-93.25,31.25
-92.75,31.25
-92.25,31.25
-91.75,31.25
-91.25,31.25
-90.75,31.25
-90.25,31.25
-89.75,31.25
-89.25,31.25
-88.75,31.25
-88.25,31.25
-87.75,31.25
-87.25,31.25
-86.75,31.25
-86.25,31.25
-85.75,31.25
-85.25,31.25
-84.75,31.25
-84.25,31.25
-83.75,31.25
-83.25,31.25
-82.75,31.25
-82.25,31.25
-81.75,31.25
-81.25,31.25
-116.25,30.75
-115.75,30.75
-115.25,30.75
-114.75,30.75
-113.25,30.75
-112.75,30.75
-112.25,30.75
-111.75,30.75
-111.25,30.75
-110.75,30.75
-110.25,30.75
-109.75,30.75
-109.25,30.75
-108.75,30.75
-108.25,30.75
-107.75,30.75
-107.25,30.75
-106.75,30.75
-106.25,30.75
-105.75,30.75
-105.25,30.75
-104.75,30.75
-104.25,30.75
-103.75,30.75
-103.25,30.75
-102.75,30.75
-102.25,30.75
-101.75,30.75
-101.25,30.75
-100.75,30.75
-100.25,30.75
-99.75,30.75
-99.25,30.75
-98.75,30.75
-98.25,30.75
-97.75,30.75
-97.25,30.75
-96.75,30.75
-96.25,30.75
-95.75,30.75
-95.25,30.75
-94.75,30.75
-94.25,30.75
-93.75,30.75
-93.25,30.75
-92.75,30.75
-92.25,30.75
-91.75,30.75
-91.25,30.75
-90.75,30.75
-90.25,30.75
-89.75,30.75
-89.25,30.75
-88.75,30.75
-88.25,30.75
-87.75,30.75
-87.25,30.75
-86.75,30.75
-86.25,30.75
-85.75,30.75
-85.25,30.75
-84.75,30.75
-84.25,30.75
-83.75,30.75
-83.25,30.75
-82.75,30.75
-82.25,30.75
-81.75,30.75
-81.25,30.75
-116.25,30.25
-115.75,30.25
-115.25,30.25
-114.75,30.25
-112.75,30.25
-112.25,30.25
-111.75,30.25
-111.25,30.25
-110.75,30.25
-110.25,30.25
-109.75,30.25
-109.25,30.25
-108.75,30.25
-108.25,30.25
-107.75,30.25
-107.25,30.25
-106.75,30.25
-106.25,30.25
-105.75,30.25
-105.25,30.25
-104.75,30.25
-104.25,30.25
-103.75,30.25
-103.25,30.25
-102.75,30.25
-102.25,30.25
-101.75,30.25
-101.25,30.25
-100.75,30.25
-100.25,30.25
-99.75,30.25
-99.25,30.25
-98.75,30.25
-98.25,30.25
-97.75,30.25
-97.25,30.25
-96.75,30.25
-96.25,30.25
-95.75,30.25
-95.25,30.25
-94.75,30.25
-94.25,30.25
-93.75,30.25
-93.25,30.25
-92.75,30.25
-92.25,30.25
-91.75,30.25
-91.25,30.25
-90.75,30.25
-90.25,30.25
-89.75,30.25
-89.25,30.25
-88.75,30.25
-88.25,30.25
-87.75,30.25
-87.25,30.25
-86.75,30.25
-86.25,30.25
-85.75,30.25
-85.25,30.25
-84.75,30.25
-84.25,30.25
-83.75,30.25
-83.25,30.25
-82.75,30.25
-82.25,30.25
-81.75,30.25
-81.25,30.25
-115.75,29.75
-115.25,29.75
-114.75,29.75
-114.25,29.75
-113.75,29.75
-113.25,29.75
-112.75,29.75
-112.25,29.75
-111.75,29.75
-111.25,29.75
-110.75,29.75
-110.25,29.75
-109.75,29.75
-109.25,29.75
-108.75,29.75
-108.25,29.75
-107.75,29.75
-107.25,29.75
-106.75,29.75
-106.25,29.75
-105.75,29.75
-105.25,29.75
-104.75,29.75
-104.25,29.75
-103.75,29.75
-103.25,29.75
-102.75,29.75
-102.25,29.75
-101.75,29.75
-101.25,29.75
-100.75,29.75
-100.25,29.75
-99.75,29.75
-99.25,29.75
-98.75,29.75
-98.25,29.75
-97.75,29.75
-97.25,29.75
-96.75,29.75
-96.25,29.75
-95.75,29.75
-95.25,29.75
-94.75,29.75
-94.25,29.75
-93.75,29.75
-93.25,29.75
-92.75,29.75
-92.25,29.75
-91.75,29.75
-91.25,29.75
-90.75,29.75
-90.25,29.75
-89.75,29.75
-89.25,29.75
-88.75,29.75
-85.75,29.75
-85.25,29.75
-84.75,29.75
-84.25,29.75
-83.75,29.75
-83.25,29.75
-82.75,29.75
-82.25,29.75
-81.75,29.75
-81.25,29.75
-118.25,29.25
-115.25,29.25
-114.75,29.25
-114.25,29.25
-113.75,29.25
-113.25,29.25
-112.75,29.25
-112.25,29.25
-111.75,29.25
-111.25,29.25
-110.75,29.25
-110.25,29.25
-109.75,29.25
-109.25,29.25
-108.75,29.25
-108.25,29.25
-107.75,29.25
-107.25,29.25
-106.75,29.25
-106.25,29.25
-105.75,29.25
-105.25,29.25
-104.75,29.25
-104.25,29.25
-103.75,29.25
-103.25,29.25
-102.75,29.25
-102.25,29.25
-101.75,29.25
-101.25,29.25
-100.75,29.25
-100.25,29.25
-99.75,29.25
-99.25,29.25
-98.75,29.25
-98.25,29.25
-97.75,29.25
-97.25,29.25
-96.75,29.25
-96.25,29.25
-95.75,29.25
-95.25,29.25
-94.75,29.25
-91.75,29.25
-91.25,29.25
-90.75,29.25
-90.25,29.25
-89.75,29.25
-89.25,29.25
-88.75,29.25
-83.25,29.25
-82.75,29.25
-82.25,29.25
-81.75,29.25
-81.25,29.25
-80.75,29.25
-118.25,28.75
-114.75,28.75
-114.25,28.75
-113.75,28.75
-113.25,28.75
-112.75,28.75
-112.25,28.75
-111.75,28.75
-111.25,28.75
-110.75,28.75
-110.25,28.75
-109.75,28.75
-109.25,28.75
-108.75,28.75
-108.25,28.75
-107.75,28.75
-107.25,28.75
-106.75,28.75
-106.25,28.75
-105.75,28.75
-105.25,28.75
-104.75,28.75
-104.25,28.75
-103.75,28.75
-103.25,28.75
-102.75,28.75
-102.25,28.75
-101.75,28.75
-101.25,28.75
-100.75,28.75
-100.25,28.75
-99.75,28.75
-99.25,28.75
-98.75,28.75
-98.25,28.75
-97.75,28.75
-97.25,28.75
-96.75,28.75
-96.25,28.75
-95.75,28.75
-95.25,28.75
-89.25,28.75
-82.75,28.75
-82.25,28.75
-81.75,28.75
-81.25,28.75
-80.75,28.75
-115.75,28.25
-115.25,28.25
-114.25,28.25
-113.75,28.25
-113.25,28.25
-112.75,28.25
-112.25,28.25
-111.75,28.25
-111.25,28.25
-110.75,28.25
-110.25,28.25
-109.75,28.25
-109.25,28.25
-108.75,28.25
-108.25,28.25
-107.75,28.25
-107.25,28.25
-106.75,28.25
-106.25,28.25
-105.75,28.25
-105.25,28.25
-104.75,28.25
-104.25,28.25
-103.75,28.25
-103.25,28.25
-102.75,28.25
-102.25,28.25
-101.75,28.25
-101.25,28.25
-100.75,28.25
-100.25,28.25
-99.75,28.25
-99.25,28.25
-98.75,28.25
-98.25,28.25
-97.75,28.25
-97.25,28.25
-96.75,28.25
-96.25,28.25
-82.75,28.25
-82.25,28.25
-81.75,28.25
-81.25,28.25
-80.75,28.25
-115.25,27.75
-114.75,27.75
-114.25,27.75
-113.75,27.75
-113.25,27.75
-112.75,27.75
-112.25,27.75
-111.25,27.75
-110.75,27.75
-110.25,27.75
-109.75,27.75
-109.25,27.75
-108.75,27.75
-108.25,27.75
-107.75,27.75
-107.25,27.75
-106.75,27.75
-106.25,27.75
-105.75,27.75
-105.25,27.75
-104.75,27.75
-104.25,27.75
-103.75,27.75
-103.25,27.75
-102.75,27.75
-102.25,27.75
-101.75,27.75
-101.25,27.75
-100.75,27.75
-100.25,27.75
-99.75,27.75
-99.25,27.75
-98.75,27.75
-98.25,27.75
-97.75,27.75
-97.25,27.75
-96.75,27.75
-82.75,27.75
-82.25,27.75
-81.75,27.75
-81.25,27.75
-80.75,27.75
-80.25,27.75
-114.75,27.25
-114.25,27.25
-113.75,27.25
-113.25,27.25
-112.75,27.25
-112.25,27.25
-111.75,27.25
-110.75,27.25
-110.25,27.25
-109.75,27.25
-109.25,27.25
-108.75,27.25
-108.25,27.25
-107.75,27.25
-107.25,27.25
-106.75,27.25
-106.25,27.25
-105.75,27.25
-105.25,27.25
-104.75,27.25
-104.25,27.25
-103.75,27.25
-103.25,27.25
-102.75,27.25
-102.25,27.25
-101.75,27.25
-101.25,27.25
-100.75,27.25
-100.25,27.25
-99.75,27.25
-99.25,27.25
-98.75,27.25
-98.25,27.25
-97.75,27.25
-97.25,27.25
-82.75,27.25
-82.25,27.25
-81.75,27.25
-81.25,27.25
-80.75,27.25
-80.25,27.25
-78.25,27.25
-114.25,26.75
-113.75,26.75
-113.25,26.75
-112.75,26.75
-112.25,26.75
-111.75,26.75
-111.25,26.75
-109.75,26.75
-109.25,26.75
-108.75,26.75
-108.25,26.75
-107.75,26.75
-107.25,26.75
-106.75,26.75
-106.25,26.75
-105.75,26.75
-105.25,26.75
-104.75,26.75
-104.25,26.75
-103.75,26.75
-103.25,26.75
-102.75,26.75
-102.25,26.75
-101.75,26.75
-101.25,26.75
-100.75,26.75
-100.25,26.75
-99.75,26.75
-99.25,26.75
-98.75,26.75
-98.25,26.75
-97.75,26.75
-97.25,26.75
-82.25,26.75
-81.75,26.75
-81.25,26.75
-80.75,26.75
-80.25,26.75
-78.75,26.75
-78.25,26.75
-77.75,26.75
-77.25,26.75
-76.75,26.75
-112.75,26.25
-112.25,26.25
-111.75,26.25
-111.25,26.25
-109.25,26.25
-108.75,26.25
-108.25,26.25
-107.75,26.25
-107.25,26.25
-106.75,26.25
-106.25,26.25
-105.75,26.25
-105.25,26.25
-104.75,26.25
-104.25,26.25
-103.75,26.25
-103.25,26.25
-102.75,26.25
-102.25,26.25
-101.75,26.25
-101.25,26.25
-100.75,26.25
-100.25,26.25
-99.75,26.25
-99.25,26.25
-98.75,26.25
-98.25,26.25
-97.75,26.25
-97.25,26.25
-82.25,26.25
-81.75,26.25
-81.25,26.25
-80.75,26.25
-80.25,26.25
-78.75,26.25
-77.75,26.25
-77.25,26.25
-76.75,26.25
-112.25,25.75
-111.75,25.75
-111.25,25.75
-110.75,25.75
-109.25,25.75
-108.75,25.75
-108.25,25.75
-107.75,25.75
-107.25,25.75
-106.75,25.75
-106.25,25.75
-105.75,25.75
-105.25,25.75
-104.75,25.75
-104.25,25.75
-103.75,25.75
-103.25,25.75
-102.75,25.75
-102.25,25.75
-101.75,25.75
-101.25,25.75
-100.75,25.75
-100.25,25.75
-99.75,25.75
-99.25,25.75
-98.75,25.75
-98.25,25.75
-97.75,25.75
-97.25,25.75
-81.75,25.75
-81.25,25.75
-80.75,25.75
-80.25,25.75
-79.25,25.75
-77.75,25.75
-77.25,25.75
-76.75,25.75
-112.25,25.25
-111.75,25.25
-111.25,25.25
-110.75,25.25
-109.25,25.25
-108.75,25.25
-108.25,25.25
-107.75,25.25
-107.25,25.25
-106.75,25.25
-106.25,25.25
-105.75,25.25
-105.25,25.25
-104.75,25.25
-104.25,25.25
-103.75,25.25
-103.25,25.25
-102.75,25.25
-102.25,25.25
-101.75,25.25
-101.25,25.25
-100.75,25.25
-100.25,25.25
-99.75,25.25
-99.25,25.25
-98.75,25.25
-98.25,25.25
-97.75,25.25
-97.25,25.25
-81.25,25.25
-80.75,25.25
-80.25,25.25
-78.25,25.25
-77.75,25.25
-77.25,25.25
-76.75,25.25
-76.25,25.25
-112.25,24.75
-111.75,24.75
-111.25,24.75
-110.75,24.75
-110.25,24.75
-108.25,24.75
-107.75,24.75
-107.25,24.75
-106.75,24.75
-106.25,24.75
-105.75,24.75
-105.25,24.75
-104.75,24.75
-104.25,24.75
-103.75,24.75
-103.25,24.75
-102.75,24.75
-102.25,24.75
-101.75,24.75
-101.25,24.75
-100.75,24.75
-100.25,24.75
-99.75,24.75
-99.25,24.75
-98.75,24.75
-98.25,24.75
-97.75,24.75
-82.25,24.75
-81.75,24.75
-81.25,24.75
-80.75,24.75
-78.75,24.75
-78.25,24.75
-77.75,24.75
-77.25,24.75
-76.75,24.75
-76.25,24.75
-75.75,24.75
-111.75,24.25
-111.25,24.25
-110.75,24.25
-110.25,24.25
-109.75,24.25
-107.75,24.25
-107.25,24.25
-106.75,24.25
-106.25,24.25
-105.75,24.25
-105.25,24.25
-104.75,24.25
-104.25,24.25
-103.75,24.25
-103.25,24.25
-102.75,24.25
-102.25,24.25
-101.75,24.25
-101.25,24.25
-100.75,24.25
-100.25,24.25
-99.75,24.25
-99.25,24.25
-98.75,24.25
-98.25,24.25
-97.75,24.25
-80.25,24.25
-78.25,24.25
-77.75,24.25
-77.25,24.25
-76.75,24.25
-76.25,24.25
-75.75,24.25
-75.25,24.25
-74.75,24.25
-74.25,24.25
-110.75,23.75
-110.25,23.75
-109.75,23.75
-109.25,23.75
-107.25,23.75
-106.75,23.75
-106.25,23.75
-105.75,23.75
-105.25,23.75
-104.75,23.75
-104.25,23.75
-103.75,23.75
-103.25,23.75
-102.75,23.75
-102.25,23.75
-101.75,23.75
-101.25,23.75
-100.75,23.75
-100.25,23.75
-99.75,23.75
-99.25,23.75
-98.75,23.75
-98.25,23.75
-97.75,23.75
-80.25,23.75
-77.75,23.75
-76.25,23.75
-75.75,23.75
-75.25,23.75
-74.75,23.75
-74.25,23.75
-110.25,23.25
-109.75,23.25
-109.25,23.25
-106.75,23.25
-106.25,23.25
-105.75,23.25
-105.25,23.25
-104.75,23.25
-104.25,23.25
-103.75,23.25
-103.25,23.25
-102.75,23.25
-102.25,23.25
-101.75,23.25
-101.25,23.25
-100.75,23.25
-100.25,23.25
-99.75,23.25
-99.25,23.25
-98.75,23.25
-98.25,23.25
-97.75,23.25
-83.25,23.25
-82.75,23.25
-82.25,23.25
-81.75,23.25
-81.25,23.25
-80.75,23.25
-80.25,23.25
-79.75,23.25
-76.25,23.25
-75.75,23.25
-75.25,23.25
-74.75,23.25
-73.75,23.25
-110.25,22.75
-109.75,22.75
-106.25,22.75
-105.75,22.75
-105.25,22.75
-104.75,22.75
-104.25,22.75
-103.75,22.75
-103.25,22.75
-102.75,22.75
-102.25,22.75
-101.75,22.75
-101.25,22.75
-100.75,22.75
-100.25,22.75
-99.75,22.75
-99.25,22.75
-98.75,22.75
-98.25,22.75
-97.75,22.75
-89.75,22.75
-84.25,22.75
-83.75,22.75
-83.25,22.75
-82.75,22.75
-82.25,22.75
-81.75,22.75
-81.25,22.75
-80.75,22.75
-80.25,22.75
-79.75,22.75
-79.25,22.75
-78.75,22.75
-78.25,22.75
-75.75,22.75
-74.75,22.75
-74.25,22.75
-73.75,22.75
-73.25,22.75
-105.75,22.25
-105.25,22.25
-104.75,22.25
-104.25,22.25
-103.75,22.25
-103.25,22.25
-102.75,22.25
-102.25,22.25
-101.75,22.25
-101.25,22.25
-100.75,22.25
-100.25,22.25
-99.75,22.25
-99.25,22.25
-98.75,22.25
-98.25,22.25
-97.75,22.25
-84.75,22.25
-84.25,22.25
-83.75,22.25
-83.25,22.25
-82.75,22.25
-82.25,22.25
-81.75,22.25
-81.25,22.25
-80.75,22.25
-80.25,22.25
-79.75,22.25
-79.25,22.25
-78.75,22.25
-78.25,22.25
-77.75,22.25
-75.75,22.25
-74.25,22.25
-73.75,22.25
-73.25,22.25
-72.75,22.25
-106.75,21.75
-105.75,21.75
-105.25,21.75
-104.75,21.75
-104.25,21.75
-103.75,21.75
-103.25,21.75
-102.75,21.75
-102.25,21.75
-101.75,21.75
-101.25,21.75
-100.75,21.75
-100.25,21.75
-99.75,21.75
-99.25,21.75
-98.75,21.75
-98.25,21.75
-97.75,21.75
-97.25,21.75
-88.75,21.75
-88.25,21.75
-87.75,21.75
-87.25,21.75
-86.75,21.75
-84.75,21.75
-84.25,21.75
-83.75,21.75
-83.25,21.75
-82.75,21.75
-82.25,21.75
-81.75,21.75
-81.25,21.75
-80.25,21.75
-79.75,21.75
-79.25,21.75
-78.75,21.75
-78.25,21.75
-77.75,21.75
-77.25,21.75
-76.75,21.75
-73.25,21.75
-72.75,21.75
-72.25,21.75
-71.75,21.75
-71.25,21.75
-106.25,21.25
-105.25,21.25
-104.75,21.25
-104.25,21.25
-103.75,21.25
-103.25,21.25
-102.75,21.25
-102.25,21.25
-101.75,21.25
-101.25,21.25
-100.75,21.25
-100.25,21.25
-99.75,21.25
-99.25,21.25
-98.75,21.25
-98.25,21.25
-97.75,21.25
-97.25,21.25
-90.25,21.25
-89.75,21.25
-89.25,21.25
-88.75,21.25
-88.25,21.25
-87.75,21.25
-87.25,21.25
-86.75,21.25
-83.25,21.25
-82.75,21.25
-79.25,21.25
-78.75,21.25
-78.25,21.25
-77.75,21.25
-77.25,21.25
-76.75,21.25
-76.25,21.25
-75.75,21.25
-73.75,21.25
-73.25,21.25
-72.75,21.25
-71.75,21.25
-71.25,21.25
-105.75,20.75
-105.25,20.75
-104.75,20.75
-104.25,20.75
-103.75,20.75
-103.25,20.75
-102.75,20.75
-102.25,20.75
-101.75,20.75
-101.25,20.75
-100.75,20.75
-100.25,20.75
-99.75,20.75
-99.25,20.75
-98.75,20.75
-98.25,20.75
-97.75,20.75
-97.25,20.75
-92.25,20.75
-90.25,20.75
-89.75,20.75
-89.25,20.75
-88.75,20.75
-88.25,20.75
-87.75,20.75
-87.25,20.75
-86.75,20.75
-79.25,20.75
-78.75,20.75
-78.25,20.75
-77.75,20.75
-77.25,20.75
-76.75,20.75
-76.25,20.75
-75.75,20.75
-75.25,20.75
-74.75,20.75
-73.75,20.75
-73.25,20.75
-105.75,20.25
-105.25,20.25
-104.75,20.25
-104.25,20.25
-103.75,20.25
-103.25,20.25
-102.75,20.25
-102.25,20.25
-101.75,20.25
-101.25,20.25
-100.75,20.25
-100.25,20.25
-99.75,20.25
-99.25,20.25
-98.75,20.25
-98.25,20.25
-97.75,20.25
-97.25,20.25
-96.75,20.25
-90.25,20.25
-89.75,20.25
-89.25,20.25
-88.75,20.25
-88.25,20.25
-87.75,20.25
-87.25,20.25
-86.75,20.25
-77.75,20.25
-77.25,20.25
-76.75,20.25
-76.25,20.25
-75.75,20.25
-75.25,20.25
-74.75,20.25
-74.25,20.25
-72.75,20.25
-105.25,19.75
-104.75,19.75
-104.25,19.75
-103.75,19.75
-103.25,19.75
-102.75,19.75
-102.25,19.75
-101.75,19.75
-101.25,19.75
-100.75,19.75
-100.25,19.75
-99.75,19.75
-99.25,19.75
-98.75,19.75
-98.25,19.75
-97.75,19.75
-97.25,19.75
-96.75,19.75
-96.25,19.75
-90.75,19.75
-90.25,19.75
-89.75,19.75
-89.25,19.75
-88.75,19.75
-88.25,19.75
-87.75,19.75
-87.25,19.75
-80.25,19.75
-79.75,19.75
-77.75,19.75
-77.25,19.75
-76.75,19.75
-76.25,19.75
-75.75,19.75
-75.25,19.75
-74.75,19.75
-73.25,19.75
-72.75,19.75
-72.25,19.75
-71.75,19.75
-71.25,19.75
-70.75,19.75
-70.25,19.75
-69.75,19.75
-112.25,19.25
-110.75,19.25
-105.25,19.25
-104.75,19.25
-104.25,19.25
-103.75,19.25
-103.25,19.25
-102.75,19.25
-102.25,19.25
-101.75,19.25
-101.25,19.25
-100.75,19.25
-100.25,19.25
-99.75,19.25
-99.25,19.25
-98.75,19.25
-98.25,19.25
-97.75,19.25
-97.25,19.25
-96.75,19.25
-96.25,19.25
-95.75,19.25
-91.25,19.25
-90.75,19.25
-90.25,19.25
-89.75,19.25
-89.25,19.25
-88.75,19.25
-88.25,19.25
-87.75,19.25
-87.25,19.25
-81.25,19.25
-72.75,19.25
-72.25,19.25
-71.75,19.25
-71.25,19.25
-70.75,19.25
-70.25,19.25
-69.75,19.25
-69.25,19.25
-68.75,19.25
-111.25,18.75
-110.75,18.75
-104.25,18.75
-103.75,18.75
-103.25,18.75
-102.75,18.75
-102.25,18.75
-101.75,18.75
-101.25,18.75
-100.75,18.75
-100.25,18.75
-99.75,18.75
-99.25,18.75
-98.75,18.75
-98.25,18.75
-97.75,18.75
-97.25,18.75
-96.75,18.75
-96.25,18.75
-95.75,18.75
-95.25,18.75
-94.75,18.75
-92.75,18.75
-92.25,18.75
-91.75,18.75
-91.25,18.75
-90.75,18.75
-90.25,18.75
-89.75,18.75
-89.25,18.75
-88.75,18.75
-88.25,18.75
-87.75,18.75
-87.25,18.75
-77.75,18.75
-74.25,18.75
-73.75,18.75
-73.25,18.75
-72.75,18.75
-72.25,18.75
-71.75,18.75
-71.25,18.75
-70.75,18.75
-70.25,18.75
-69.75,18.75
-69.25,18.75
-68.75,18.75
-68.25,18.75
-67.25,18.75
-64.25,18.75
-63.25,18.75
-114.75,18.25
-103.75,18.25
-103.25,18.25
-102.75,18.25
-102.25,18.25
-101.75,18.25
-101.25,18.25
-100.75,18.25
-100.25,18.25
-99.75,18.25
-99.25,18.25
-98.75,18.25
-98.25,18.25
-97.75,18.25
-97.25,18.25
-96.75,18.25
-96.25,18.25
-95.75,18.25
-95.25,18.25
-94.75,18.25
-94.25,18.25
-93.75,18.25
-93.25,18.25
-92.75,18.25
-92.25,18.25
-91.75,18.25
-91.25,18.25
-90.75,18.25
-90.25,18.25
-89.75,18.25
-89.25,18.25
-88.75,18.25
-88.25,18.25
-87.75,18.25
-78.25,18.25
-77.75,18.25
-77.25,18.25
-76.75,18.25
-76.25,18.25
-75.25,18.25
-74.25,18.25
-73.75,18.25
-73.25,18.25
-72.75,18.25
-72.25,18.25
-71.75,18.25
-71.25,18.25
-70.75,18.25
-70.25,18.25
-69.75,18.25
-69.25,18.25
-68.75,18.25
-68.25,18.25
-67.75,18.25
-67.25,18.25
-66.75,18.25
-66.25,18.25
-65.75,18.25
-65.25,18.25
-64.75,18.25
-64.25,18.25
-63.25,18.25
-62.75,18.25
-102.25,17.75
-101.75,17.75
-101.25,17.75
-100.75,17.75
-100.25,17.75
-99.75,17.75
-99.25,17.75
-98.75,17.75
-98.25,17.75
-97.75,17.75
-97.25,17.75
-96.75,17.75
-96.25,17.75
-95.75,17.75
-95.25,17.75
-94.75,17.75
-94.25,17.75
-93.75,17.75
-93.25,17.75
-92.75,17.75
-92.25,17.75
-91.75,17.75
-91.25,17.75
-90.75,17.75
-90.25,17.75
-89.75,17.75
-89.25,17.75
-88.75,17.75
-88.25,17.75
-87.75,17.75
-77.75,17.75
-77.25,17.75
-76.75,17.75
-76.25,17.75
-71.75,17.75
-71.25,17.75
-67.25,17.75
-66.75,17.75
-66.25,17.75
-65.75,17.75
-64.75,17.75
-63.25,17.75
-62.75,17.75
-61.75,17.75
-101.25,17.25
-100.75,17.25
-100.25,17.25
-99.75,17.25
-99.25,17.25
-98.75,17.25
-98.25,17.25
-97.75,17.25
-97.25,17.25
-96.75,17.25
-96.25,17.25
-95.75,17.25
-95.25,17.25
-94.75,17.25
-94.25,17.25
-93.75,17.25
-93.25,17.25
-92.75,17.25
-92.25,17.25
-91.75,17.25
-91.25,17.25
-90.75,17.25
-90.25,17.25
-89.75,17.25
-89.25,17.25
-88.75,17.25
-88.25,17.25
-87.75,17.25
-87.25,17.25
-83.75,17.25
-71.75,17.25
-62.75,17.25
-61.75,17.25
-100.25,16.75
-99.75,16.75
-99.25,16.75
-98.75,16.75
-98.25,16.75
-97.75,16.75
-97.25,16.75
-96.75,16.75
-96.25,16.75
-95.75,16.75
-95.25,16.75
-94.75,16.75
-94.25,16.75
-93.75,16.75
-93.25,16.75
-92.75,16.75
-92.25,16.75
-91.75,16.75
-91.25,16.75
-90.75,16.75
-90.25,16.75
-89.75,16.75
-89.25,16.75
-88.75,16.75
-88.25,16.75
-87.75,16.75
-85.75,16.75
-62.25,16.75
-61.25,16.75
-98.75,16.25
-98.25,16.25
-97.75,16.25
-97.25,16.25
-96.75,16.25
-96.25,16.25
-95.75,16.25
-95.25,16.25
-94.75,16.25
-94.25,16.25
-93.75,16.25
-93.25,16.25
-92.75,16.25
-92.25,16.25
-91.75,16.25
-91.25,16.25
-90.75,16.25
-90.25,16.25
-89.75,16.25
-89.25,16.25
-88.75,16.25
-88.25,16.25
-86.75,16.25
-86.25,16.25
-85.75,16.25
-83.25,16.25
-61.75,16.25
-61.25,16.25
-97.75,15.75
-97.25,15.75
-96.75,15.75
-96.25,15.75
-95.75,15.75
-95.25,15.75
-93.75,15.75
-93.25,15.75
-92.75,15.75
-92.25,15.75
-91.75,15.75
-91.25,15.75
-90.75,15.75
-90.25,15.75
-89.75,15.75
-89.25,15.75
-88.75,15.75
-88.25,15.75
-87.75,15.75
-87.25,15.75
-86.75,15.75
-86.25,15.75
-85.75,15.75
-85.25,15.75
-84.75,15.75
-84.25,15.75
-83.75,15.75
-61.75,15.75
-61.25,15.75
-93.25,15.25
-92.75,15.25
-92.25,15.25
-91.75,15.25
-91.25,15.25
-90.75,15.25
-90.25,15.25
-89.75,15.25
-89.25,15.25
-88.75,15.25
-88.25,15.25
-87.75,15.25
-87.25,15.25
-86.75,15.25
-86.25,15.25
-85.75,15.25
-85.25,15.25
-84.75,15.25
-84.25,15.25
-83.75,15.25
-83.25,15.25
-82.75,15.25
-61.25,15.25
-92.75,14.75
-92.25,14.75
-91.75,14.75
-91.25,14.75
-90.75,14.75
-90.25,14.75
-89.75,14.75
-89.25,14.75
-88.75,14.75
-88.25,14.75
-87.75,14.75
-87.25,14.75
-86.75,14.75
-86.25,14.75
-85.75,14.75
-85.25,14.75
-84.75,14.75
-84.25,14.75
-83.75,14.75
-83.25,14.75
-61.25,14.75
-60.75,14.75
-92.25,14.25
-91.75,14.25
-91.25,14.25
-90.75,14.25
-90.25,14.25
-89.75,14.25
-89.25,14.25
-88.75,14.25
-88.25,14.25
-87.75,14.25
-87.25,14.25
-86.75,14.25
-86.25,14.25
-85.75,14.25
-85.25,14.25
-84.75,14.25
-84.25,14.25
-83.75,14.25
-83.25,14.25
-61.25,14.25
-60.75,14.25
-91.25,13.75
-90.75,13.75
-90.25,13.75
-89.75,13.75
-89.25,13.75
-88.75,13.75
-88.25,13.75
-87.75,13.75
-87.25,13.75
-86.75,13.75
-86.25,13.75
-85.75,13.75
-85.25,13.75
-84.25,13.75
-83.75,13.75
-83.25,13.75
-61.25,13.75
-60.75,13.75
-89.75,13.25
-89.25,13.25
-88.75,13.25
-88.25,13.25
-87.75,13.25
-87.25,13.25
-86.75,13.25
-86.25,13.25
-85.25,13.25
-84.75,13.25
-84.25,13.25
-83.75,13.25
-61.25,13.25
-59.75,13.25
-59.25,13.25
-87.75,12.75
-87.25,12.75
-86.75,12.75
-86.25,12.75
-85.75,12.75
-85.25,12.75
-84.75,12.75
-84.25,12.75
-83.75,12.75
-70.25,12.75
-69.75,12.75
-61.25,12.75
-87.25,12.25
-86.75,12.25
-86.25,12.25
-85.75,12.25
-85.25,12.25
-84.75,12.25
-83.25,12.25
-82.75,12.25
-72.25,12.25
-71.75,12.25
-70.25,12.25
-69.75,12.25
-69.25,12.25
-68.75,12.25
-68.25,12.25
-61.75,12.25
-61.25,12.25
-86.75,11.75
-86.25,11.75
-85.75,11.75
-85.25,11.75
-84.75,11.75
-84.25,11.75
-83.75,11.75
-73.25,11.75
-72.75,11.75
-72.25,11.75
-71.75,11.75
-71.25,11.75
-70.25,11.75
-69.75,11.75
-69.25,11.75
-68.75,11.75
-67.75,11.75
-66.75,11.75
-66.25,11.75
-64.75,11.75
-64.25,11.75
-61.75,11.75
-86.25,11.25
-85.75,11.25
-85.25,11.25
-84.75,11.25
-84.25,11.25
-83.75,11.25
-74.75,11.25
-74.25,11.25
-73.75,11.25
-73.25,11.25
-72.75,11.25
-72.25,11.25
-71.75,11.25
-71.25,11.25
-70.75,11.25
-70.25,11.25
-69.75,11.25
-69.25,11.25
-68.75,11.25
-68.25,11.25
-64.25,11.25
-63.75,11.25
-63.25,11.25
-60.75,11.25
